Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;17;Material;776000-2/2025;Aquisição de Materias de Serviços Gerais e Manutenção;Catálogo do Compras.gov.br;Material;8040;ADESIVOS;2107;ADESIVO USO GERAL;485517;APLICAÇÃO: MADEIRA, PAPEL E TECIDO, APRESENTAÇÃO: LÍQUIDO VISCOSO, BRANCO E LEITOSO, CARACTERÍSTICAS ADICIONAIS: SOLÚVEL EM ÁGUA, COMPOSIÇÃO: À BASE DE CRILICOS E BUTADIENO COM 40% DE SÓLIDOS;UN;2,0000;49,0000;98,0000;0,0000;30/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;18;Material;776000-2/2025;Aquisição de Materias de Serviços Gerais e Manutenção;Catálogo do Compras.gov.br;Material;5340;FERRAGENS DIVERSAS;566;FECHADURA;342822;ACABAMENTO SUPERFICIAL: CROMADO BRILHANTE, APLICAÇÃO: PORTA, CARACTERÍSTICAS ADICIONAIS: MAÇANETA TIPO BOLA, COMPONENTES: DUAS CHAVES METÁLICAS, MATERIAL CAIXA: LATÃO, TIPO: TUBULAR;UN;2,0000;32,0000;64,0000;0,0000;30/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;19;Material;776000-2/2025;Aquisição de Materias de Serviços Gerais e Manutenção;Catálogo do Compras.gov.br;Material;5935;CONECTORES ELÉTRICOS;15261;CAIXA TOMADA;364908;APLICAÇÃO: INSTALAÇÕES ELÉTRICAS, CARACTERÍSTICAS ADICIONAIS: COM CAIXA E ESPELHO(COMPLETA) E PINOS CILINDRICOS, COR CORPO: BRANCA, CORRENTE NOMINAL: 20, NORMAS TÉCNICAS: NBR14136, NÚMERO PÓLOS: 2 P + T, POSIÇÃO RELATIVA: SOBREPOR, TENSÃO NOMINAL: 250;UN;5,0000;39,0000;195,0000;0,0000;30/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;20;Material;776000-2/2025;Aquisição de Materias de Serviços Gerais e Manutenção;Catálogo do Compras.gov.br;Material;5340;FERRAGENS DIVERSAS;566;FECHADURA;213431;ACABAMENTO SUPERFICIAL: DOURADO, MATERIAL CAIXA: AÇO, MATERIAL LINGUETA: ZAMAC, MATERIAL TESTA: AÇO, NORMAS TÉCNICAS: ABNT, MATERIAL CONTRATESTA: AÇO INOXIDÁVEL, MATERIAL FALSA TESTA: NÃO APLICÁVEL, MATERIAL CUBO MAÇANETA: ZAMAC, MATERIAL TRINCO: ZAMAC, MATERIAL TAMPA: AÇO;UN;3,0000;49,0000;147,0000;0,0000;30/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;21;Material;776000-2/2025;Aquisição de Materias de Serviços Gerais e Manutenção;Catálogo do Compras.gov.br;Material;3895;EQUIPAMENTOS DIVERSOS PARA CONSTRUÇÃO;14260;CANALETA;614481;CARACTERÍSTICAS ADICIONAIS: COM DIVISÓRIA / COM ADESIVO DUPLA FACE, COR: BRANCA, DIMENSÕES: 20X12X2000 (LXAXC), MATERIAL: PLÁSTICO, USO: SISTEMA "X";UN;3,0000;55,0000;165,0000;0,0000;30/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;22;Material;776000-2/2025;Aquisição de Materias de Serviços Gerais e Manutenção;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;12733;TINTA BASE ÁGUA;472320;ASPECTO FÍSICO: LÍQUIDO, COMPOSIÇÃO BÁSICA: ÁGUA/RESINA ACRÍLICA PIGMENTOS ORGÂNICOS, COR: BRANCA, TIPO ACABAMENTO: SEMI-BRILHO;LT;1,0000;900,0000;900,0000;0,0000;30/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;23;Material;776000-2/2025;Aquisição de Materias de Serviços Gerais e Manutenção;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;12733;TINTA BASE ÁGUA;444893;ASPECTO FÍSICO: LÍQUIDO, COMPOSIÇÃO BÁSICA: ÁGUA E PVA, COR: CREME, TIPO ACABAMENTO: FOSCO;LT;1,0000;750,0000;750,0000;0,0000;30/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;24;Material;776000-2/2025;Aquisição de Materias de Serviços Gerais e Manutenção;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;12746;TINTA ESMALTE;610539;APLICAÇÃO: METAL E MADEIRA, COR: PRETA, TIPO ACABAMENTO: SINTÉTICO;GL;1,0000;200,0000;200,0000;0,0000;30/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;25;Material;776000-2/2025;Aquisição de Materias de Serviços Gerais e Manutenção;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;12746;TINTA ESMALTE;472317;APLICAÇÃO: METAL E MADEIRA, CARACTERÍSTICAS ADICIONAIS: DILUIÇÃO COM ÁGUA, COR: BRANCA, TIPO ACABAMENTO: BRILHANTE;GL;1,0000;200,0000;200,0000;0,0000;30/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;26;Material;776000-2/2025;Aquisição de Materias de Serviços Gerais e Manutenção;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;12733;TINTA BASE ÁGUA;230961;ASPECTO FÍSICO: LÍQUIDO, COMPOSIÇÃO BÁSICA: ÁGUA E EMULSÃO ACRÍLICA, COR: BRANCO NEVE, TIPO ACABAMENTO: FOSCO, MÉTODO APLICAÇÃO: ROLO / PINCEL, SUPERFÍCIE APLICAÇÃO: REBOCO, APLICAÇÃO: INTERNA E EXTERNA;LT;2,0000;300,0000;600,0000;0,0000;30/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;27;Material;776000-2/2025;Aquisição de Materias de Serviços Gerais e Manutenção;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;1299;SOLVENTE;478951;APLICAÇÃO: DILUIÇÃO TINTA, ASPECTO FÍSICO: LÍQUIDO, COMPOSIÇÃO QUÍMICA: METILBENZENO, PONTO FULGOR: 111, PONTO FUSÃO: -95;LT;2,0000;25,0000;50,0000;0,0000;30/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;28;Material;776000-2/2025;Aquisição de Materias de Serviços Gerais e Manutenção;Catálogo do Compras.gov.br;Material;8020;PINCEL PARA ARTISTAS E PINTORES;1572;ROLO PINTURA PREDIAL;315366;COMPRIMENTO: 30, MATERIAL: LÃ DE CARNEIRO, APLICAÇÃO: SUPERFÍCIE LISA/RUGOSA/ACRÍLICA E LÁTEX, MATERIAL TUBO: PLÁSTICO;UN;3,0000;20,0000;60,0000;0,0000;30/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;29;Material;776000-2/2025;Aquisição de Materias de Serviços Gerais e Manutenção;Catálogo do Compras.gov.br;Material;8020;PINCEL PARA ARTISTAS E PINTORES;1572;ROLO PINTURA PREDIAL;306091;ALTURA: 4, CARACTERÍSTICAS ADICIONAIS: COM CABO, COM FURO PARA PROLONGADOR, COMPRIMENTO: 15, MATERIAL: ESPUMA, MATERIAL CABO: PLÁSTICO RESISTENTE, APLICAÇÃO: SUPERFÍCIE LISA, PAREDE E MADEIRA, MATERIAL TUBO: PLÁSTICO;UN;3,0000;13,0000;39,0000;0,0000;30/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;30;Material;776000-2/2025;Aquisição de Materias de Serviços Gerais e Manutenção;Catálogo do Compras.gov.br;Material;8020;PINCEL PARA ARTISTAS E PINTORES;1573;TRINCHA;466611;CARACTERÍSTICAS ADICIONAIS: BASE CERDAS EM METAL, MATERIAL CABO: PLÁSTICO, MATERIAL CERDAS: PÊLO CRINA DE CAVALO, TAMANHO: 2, TIPO CABO: CURTO;UN;5,0000;15,0000;75,0000;0,0000;30/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;31;Material;776000-2/2025;Aquisição de Materias de Serviços Gerais e Manutenção;Catálogo do Compras.gov.br;Material;8020;PINCEL PARA ARTISTAS E PINTORES;3306;BANDEJA PINTURA;600825;COMPRIMENTO: 38, FORMATO: RETANGULAR, LARGURA: 30, MATERIAL: PLÁSTICO;UN;3,0000;15,0000;45,0000;0,0000;30/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;32;Material;776000-2/2025;Aquisição de Materias de Serviços Gerais e Manutenção;Catálogo do Compras.gov.br;Material;5350;MATERIAIS ABRASIVOS;585;LIXA;293863;APLICAÇÃO: PAREDE, APRESENTAÇÃO: FOLHA, MATERIAL: PAPEL, TIPO: LIXA MASSA, TIPO GRÃO: 120;EMB;1,0000;80,0000;80,0000;0,0000;30/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;36;Serviço;776000-9/2025;Contratação de Empresa para prestação de seguro total dos veículos;Catálogo do Compras.gov.br;Serviço;711;SERVIÇOS DE INTERMEDIAÇÃO FINANCEIRA,EXCETO SERVIÇO BANCÁRIODE INVESTIMENTO,SERVIÇOS DE SEGUROS E DE PENSÕES;;;22764;PAGAMENTO COBERTURAS SEGURO VEÍCULO;-;29,0000;2710,7900;78612,9100;0,0000;30/05/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;33;Material;776000-7/2025;AQUISIÇÃO ITENS DE MOBILIÁRIO PARA A OM;Catálogo do Compras.gov.br;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;3489;BEBEDOURO ÁGUA;355418;CAPACIDADE ÁGUA: 50, CARACTERÍSTICAS ADICIONAIS: 2 TORNEIRAS GELADAS, MATERIAL CORPO: AÇO INOXIDÁVEL, MATERIAL GABINETE: AÇO INOXIDÁVEL, TIPO: INDUSTRIAL, VOLTAGEM: 110;UN;1,0000;2497,0000;2497,0000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;34;Material;776000-7/2025;AQUISIÇÃO ITENS DE MOBILIÁRIO PARA A OM;Catálogo do Compras.gov.br;Material;4140;VENTILADORES, CIRCULADORES DE AR E VENTOINHAS;710;VENTILADOR;470674;CARACTERÍSTICAS ADICIONAIS: OSCILANTE, REGULAGEM DE ALTURA E VELOCIDADE, COR: PRETA, DIÂMETRO: 60, MATERIAL: AÇO E PLÁSTICO, POTÊNCIA MOTOR: 200, TENSÃO ALIMENTAÇÃO: 110/220, TIPO: COLUNA;UN;10,0000;260,0000;2600,0000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;35;Material;776000-7/2025;AQUISIÇÃO ITENS DE MOBILIÁRIO PARA A OM;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;313;CADEIRA ESCRITÓRIO;618818;APOIO BRAÇO: COM BRAÇOS, MATERIAL ASSENTO: COMPENSADO ANATOMICO MULTILAMINADO, MATERIAL ENCOSTO: COMPENSADO ANATOMICO MULTILAMINADO, MATERIAL ESTRUTURA: LIGA ALUMINIO/ CHAPA DE AÇO, MATERIAL REVESTIMENTO ASSENTO E ENCOSTO: 100% POLIESTER LA, NORMAS TÉCNICAS: NR17, TIPO BASE: POLIPROPILENO INJETADO, TIPO ENCOSTO: ESPALDAR MÉDIO;UN;25,0000;630,0000;15750,0000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;37;Material;776000-10/2025;Aquisição de Medalha Mérito Acanto;Catálogo do Compras.gov.br;Material;8455;DISTINTIVOS E INSÍGNIAS;1451;MEDALHA;444154;CARACTERÍSTICAS ADICIONAIS: PERSONALIZADA CONFORME MODELO, MATERIAL: BRONZE, TAMANHO: 1 X 3,50;UN;149,0000;200,0000;29800,0000;0,0000;31/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;38;Material;776000-10/2025;Aquisição de Medalha Mérito Acanto;Catálogo do Compras.gov.br;Material;8455;DISTINTIVOS E INSÍGNIAS;1451;MEDALHA;444152;CARACTERÍSTICAS ADICIONAIS: PERSONALIZADA CONFORME MODELO, MATERIAL: PRATA, TAMANHO: 1 X 3,50;UN;8,0000;175,0000;1400,0000;0,0000;31/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;39;Material;776000-10/2025;Aquisição de Medalha Mérito Acanto;Catálogo do Compras.gov.br;Material;8455;DISTINTIVOS E INSÍGNIAS;1451;MEDALHA;444153;CARACTERÍSTICAS ADICIONAIS: PERSONALIZADA CONFORME MODELO, MATERIAL: OURO, TAMANHO: 1 X 3,50;UN;4,0000;200,0000;800,0000;0,0000;31/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;40;Material;776000-10/2025;Aquisição de Medalha Mérito Acanto;Catálogo do Compras.gov.br;Material;8455;DISTINTIVOS E INSÍGNIAS;1451;MEDALHA;444154;CARACTERÍSTICAS ADICIONAIS: PERSONALIZADA CONFORME MODELO, MATERIAL: BRONZE, TAMANHO: 1 X 3,50;UN;81,0000;200,0000;16200,0000;0,0000;31/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;41;Material;776000-10/2025;Aquisição de Medalha Mérito Acanto;Catálogo do Compras.gov.br;Material;8455;DISTINTIVOS E INSÍGNIAS;1451;MEDALHA;444154;CARACTERÍSTICAS ADICIONAIS: PERSONALIZADA CONFORME MODELO, MATERIAL: BRONZE, TAMANHO: 1 X 3,50;UN;47,0000;200,0000;9400,0000;0,0000;31/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;42;Material;776000-10/2025;Aquisição de Medalha Mérito Acanto;Catálogo do Compras.gov.br;Material;8455;DISTINTIVOS E INSÍGNIAS;1451;MEDALHA;444154;CARACTERÍSTICAS ADICIONAIS: PERSONALIZADA CONFORME MODELO, MATERIAL: BRONZE, TAMANHO: 1 X 3,50;UN;25,0000;200,0000;5000,0000;0,0000;31/12/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;43;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Serviço;871;SERVIÇOS DE MANUTENÇÃO E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;;;5991;MANUTENÇÃO EM MÁQUINA FRAGMENTADORA DE PAPEL;-;2,0000;1400,0000;2800,0000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;44;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Serviço;881;SERVIÇOS DE MANUFATURA EM INSUMOS FÍSICOS QUE SAO PROPRIEDADE DE OUTROS(EXCETO MAQUINARIA E EQUIPAMENTO);;;15865;CONFECÇÃO TAPETE / CAPACHO;-;8,0000;429,0000;3432,0000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;45;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;6145;FIOS E CABOS ELÉTRICOS;7533;FIO ELETRICO;343569;COR: PRETA, MATERIAL CONDUTOR: COBRE, MATERIAL ISOLAMENTO: PVC ANTI-CHAMA, TENSÃO: 750, TIPO: FLEXÍVEL, SEÇÃO NOMINAL: 2,5;RO;1,0000;121,6050;121,6050;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;46;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;6145;FIOS E CABOS ELÉTRICOS;7533;FIO ELETRICO;329879;BITOLA: 2,5, COR: AZUL, MATERIAL CONDUTOR: COBRE, MATERIAL ISOLAMENTO: PVC, TENSÃO: 750, TIPO: FLEXÍVEL, CARACTERÍSTICAS ADICIONAIS: ANTI-CHAMA, APLICAÇÃO: INSTALAÇÃO ELÉTRICA;RO;1,0000;141,3500;141,3500;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;47;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;6145;FIOS E CABOS ELÉTRICOS;7533;FIO ELETRICO;335662;BITOLA: 2,5, COR: VERDE, MATERIAL CONDUTOR: COBRE, TIPO: FLEXÍVEL;RO;1,0000;118,8000;118,8000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;48;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;6240;LÂMPADAS ELÉTRICAS;19095;LÂMPADA LED;417162;APLICAÇÃO: LUMINÁRIA, COMPRIMENTO: 1200, FORMATO: TUBULAR, FREQUÊNCIA NOMINAL: 60, POTÊNCIA NOMINAL: 20, TEMPERATURA DE COR: 6500, TENSÃO NOMINAL: BIVOLT, TIPO BASE: G13;UN;75,0000;6,9600;522,0000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;49;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;6140;BATERIAS RECARREGÁVEIS;3475;BATERIA RECARREGÁVEL;601097;APLICAÇÃO: EQUIPAMENTOS ELETRÔNICOS, CAPACIDADE NOMINAL 1: 450, SISTEMA ELETROQUÍMICO: NI-MH, TENSÃO NOMINAL: 9;UN;3,0000;24,9500;74,8500;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;50;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;6350;SISTEMAS DIVERSOS DE SINALIZAÇÃO, ALARME E DETECÇÃO PARA  SEGURANÇA;1495;SENSOR MOVIMENTO;486109;CARACTERÍSTICAS ADICIONAIS: SENSIBILIDADE E TEMPO AJUSTÁVEL, SISTEMA ACIONADO: LUMINOSO, TENSÃO OPERAÇÃO: 110/220, TIPO ACIONAMENTO: FOTOELÉTRICO;UN;5,0000;36,4800;182,4000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;51;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;6230;EQUIPAMENTOS DE ILUMINAÇÃO ELÉTRICA MANUAL E PORTÁTIL;8712;LANTERNA ELÉTRICA;617634;ACESSÓRIOS: CARREGADOR 110/220V E ADAPTADOR 12V PARA CARRO, APLICAÇÃO: ILUMINAÇÃO, CARACTERÍSTICAS ADICIONAIS: DUAS ALCAS SENDO UMA EM NAYLON PARA TRANSPORTE, COR: VERMELHA E PRETA, FORMATO: RETANGULAR, LUMINOSIDADE: 200, MATERIAL: PLÁSTICO ABS REFORÇADO, LENTE POLICARBONATO RESIST, QUANTIDADE LÂMPADAS: 25, TAMANHO: 20 X 12 X 14, TENSÃO NOMINAL: 110/220, TIPO: PORTÁTIL, RECARREGÁVEL, TIPO BATERIA: RECARREGÁVEL, TIPO LÂMPADA: LED;UN;1,0000;142,5000;142,5000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;52;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;5133;BROCAS, ALARGADORES, ESCARIADORES, MANUAIS E PARA USO EM  MÁQUINAS;18615;CONJUNTO BROCA;613884;APLICAÇÃO: CONCRETO, CARACTERÍSTICAS ADICIONAIS: PONTA DE VÍDEA, COMPONENTES: 4 PEÇAS 6 , 8 , 10 E 12 MM, MATERIAL: AÇO CARBONO, TIPO: HELICOIDAL;UN;1,0000;70,6000;70,6000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;53;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;5133;BROCAS, ALARGADORES, ESCARIADORES, MANUAIS E PARA USO EM  MÁQUINAS;18615;CONJUNTO BROCA;601252;APLICAÇÃO: METAL, CARACTERÍSTICAS ADICIONAIS: COM ESTOJO METÁLICO, COMPONENTES: 25 PEÇAS: 1, 1,5, 2, 2,5, 3, 3,5, 4, 4,5, 5, 5,5,, MATERIAL: AÇO RÁPIDO, TIPO: BITS/BROCAS;UN;1,0000;141,0000;141,0000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;54;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;5133;BROCAS, ALARGADORES, ESCARIADORES, MANUAIS E PARA USO EM  MÁQUINAS;18615;CONJUNTO BROCA;468763;APLICAÇÃO: MADEIRA, COMPONENTES: 7 PEÇAS DE 3, 4, 5, 6, 7, 8  E 10MM, MATERIAL: AÇO, TIPO: CILÍNDRICA COM 3 PONTAS;UN;1,0000;27,5300;27,5300;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;55;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;5975;FERRAGENS E SUPRIMENTOS DE ELETRICIDADE;14260;CANALETA;614481;CARACTERÍSTICAS ADICIONAIS: COM DIVISÓRIA / COM ADESIVO DUPLA FACE, COR: BRANCA, DIMENSÕES: 20X12X2000 (LXAXC), MATERIAL: PLÁSTICO, USO: SISTEMA "X";UN;5,0000;8,8500;44,2500;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;56;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;12746;TINTA ESMALTE;610539;APLICAÇÃO: METAL E MADEIRA, COR: PRETA, TIPO ACABAMENTO: SINTÉTICO;GL;1,0000;98,0000;98,0000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;57;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;12746;TINTA ESMALTE;472317;APLICAÇÃO: METAL E MADEIRA, CARACTERÍSTICAS ADICIONAIS: DILUIÇÃO COM ÁGUA, COR: BRANCA, TIPO ACABAMENTO: BRILHANTE;GL;1,0000;97,4900;97,4900;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;58;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;8010;TINTAS, VERNIZES E PRODUTOS CORRELATOS;1299;SOLVENTE;478951;APLICAÇÃO: DILUIÇÃO TINTA, ASPECTO FÍSICO: LÍQUIDO, COMPOSIÇÃO QUÍMICA: METILBENZENO, PONTO FULGOR: 111, PONTO FUSÃO: -95;LT;4,0000;16,4000;65,6000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;59;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;8020;PINCEL PARA ARTISTAS E PINTORES;1572;ROLO PINTURA PREDIAL;315366;COMPRIMENTO: 30, MATERIAL: LÃ DE CARNEIRO, APLICAÇÃO: SUPERFÍCIE LISA/RUGOSA/ACRÍLICA E LÁTEX, MATERIAL TUBO: PLÁSTICO;UN;3,0000;9,9000;29,7000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;60;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;8020;PINCEL PARA ARTISTAS E PINTORES;1572;ROLO PINTURA PREDIAL;306091;ALTURA: 4, CARACTERÍSTICAS ADICIONAIS: COM CABO, COM FURO PARA PROLONGADOR, COMPRIMENTO: 15, MATERIAL: ESPUMA, MATERIAL CABO: PLÁSTICO RESISTENTE, APLICAÇÃO: SUPERFÍCIE LISA, PAREDE E MADEIRA, MATERIAL TUBO: PLÁSTICO;UN;3,0000;4,3500;13,0500;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;61;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;8020;PINCEL PARA ARTISTAS E PINTORES;1573;TRINCHA;466611;CARACTERÍSTICAS ADICIONAIS: BASE CERDAS EM METAL, MATERIAL CABO: PLÁSTICO, MATERIAL CERDAS: PÊLO CRINA DE CAVALO, TAMANHO: 2, TIPO CABO: CURTO;UN;5,0000;4,5850;22,9250;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;62;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;8020;PINCEL PARA ARTISTAS E PINTORES;3306;BANDEJA PINTURA;600825;COMPRIMENTO: 38, FORMATO: RETANGULAR, LARGURA: 30, MATERIAL: PLÁSTICO;UN;3,0000;8,1400;24,4200;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;63;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;5935;CONECTORES ELÉTRICOS;480;PLUGUE;422690;CORRENTE NOMINAL: 20, MATERIAL: PLÁSTICO POLIAMIDA ANTI-CHAMA, NÚMERO PÓLOS: 2 P + T, TENSÃO NOMINAL: 250, TIPO: FÊMEA;UN;10,0000;4,3300;43,3000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;64;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;5935;CONECTORES ELÉTRICOS;480;PLUGUE;403543;CORRENTE NOMINAL: 20, NORMAS TÉCNICAS: NBR 14136 IEC 60884, NÚMERO PÓLOS: 2 P + T, TIPO: MACHO, TIPO SAÍDA: RADIAL;UN;10,0000;3,6600;36,6000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;65;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;5935;CONECTORES ELÉTRICOS;480;PLUGUE;423976;CARACTERÍSTICAS ADICIONAIS: COM CARCAÇA DE PLÁSTICO AUTO EXTIGUÍVEL E CONTATOS, CORRENTE NOMINAL: 10, NÚMERO PÓLOS: 2 P + T, TIPO: MACHO;UN;10,0000;3,5250;35,2500;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;66;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;5935;CONECTORES ELÉTRICOS;480;PLUGUE;423977;CARACTERÍSTICAS ADICIONAIS: COM CARCAÇA DE PLÁSTICO AUTO EXTIGUÍVEL E CONTATOS, CORRENTE NOMINAL: 10, NÚMERO PÓLOS: 2 P + T, TIPO: FÊMEA;UN;10,0000;3,3500;33,5000;0,0000;28/02/2025
DIRETORIA DE ADMINISTAÇÃO DA MARINHA;776000;67;Serviço;776000-8/2025;Preparação da OM para a VAP;Catálogo do Compras.gov.br;Material;8020;PINCEL PARA ARTISTAS E PINTORES;10734;PINCEL PINTURA PREDIAL;453722;CARACTERÍSTICAS ADICIONAIS: COM VIROLA AÇO ESTANHADO, MATERIAL CABO: MADEIRA, MATERIAL CERDAS: SINTÉTICO, TAMANHO: 2, TIPO CABO: MÉDIO;UN;5,0000;5,9000;29,5000;0,0000;28/02/2025
