"noau_cd_id"|"stat_cd_id"|"noau_cd_om"|"noau_ds_assunto"|"noau_tx_numero_na"|"qtde_prorrogacoes"
4406|1|"0557"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1515-4/2023"|1
9076|8|"1251"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"388-1/2024"|1
13142|1|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"272-4/2025"|1
8126|8|"1215"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"264-1/2024"|1
13466|1|"0648"|NOTA DE AUDITORIA - PATRIMÔNIO|"105-5/2025"|1
5734|1|"0570"|NOTA DE AUDITORIA - PATRIMÔNIO|"851-5/2023"|1
3037|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1143-4/2023"|2
10566|1|"1085"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1841-4/2024"|1
3477|8|"0383"|NOTA DE AUDITORIA - MUNICIAMENTO|"314-6/2023"|1
220|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"3-4/2023"|5
12247|1|"1042"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2758-4/2024"|1
2686|1|"0697"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"539-1/2023"|1
10263|8|"1073"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"661-1/2024"|1
12116|1|"0519"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2703-4/2024"|1
8568|1|"0662"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"916-4/2024"|2
9937|8|"0792"|NOTA DE AUDITORIA - PATRIMÔNIO|"272-5/2024"|1
10897|1|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2032-4/2024"|3
5440|1|"0292"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1218-1/2023"|1
2001|8|"0518"|NOTA DE AUDITORIA - PATRIMÔNIO|"200-5/2023"|1
8007|8|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"501-4/2024"|1
13458|1|"0529"|NOTA DE AUDITORIA - PATRIMÔNIO|"97-5/2025"|1
10546|8|"0762"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1821-4/2024"|1
10406|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1705-4/2024"|1
6774|8|"0570"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2482-4/2023"|1
8712|1|"0524"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"990-4/2024"|1
10448|1|"1215"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"180-2/2024"|2
9256|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1214-4/2024"|1
13171|1|"1073"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"30-1/2025"|2
11304|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2293-4/2024"|7
7640|1|"0198"|NOTA DE AUDITORIA - MUNICIAMENTO|"119-6/2024"|1
13526|1|"0761"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"64-1/2025"|1
12556|1|"1175"|NOTA DE AUDITORIA - ATOS DE PESSOAL|"36-8/2024"|1
10460|8|"1175"|NOTA DE AUDITORIA - ATOS DE PESSOAL|"2-8/2024"|1
5223|1|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1820-4/2023"|1
8981|1|"0733"|NOTA DE AUDITORIA - MUNICIAMENTO|"478-6/2024"|1
1339|1|"0662"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"593-4/2023"|1
5876|1|"0070"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1430-1/2023"|1
1214|8|"1276"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"529-4/2023"|1
5376|8|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1913-4/2023"|1
10164|8|"0762"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1567-4/2024"|1
11708|8|"1074"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2567-4/2024"|2
2998|1|"1251"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"461-2/2023"|1
3059|1|"1210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1165-4/2023"|3
4999|8|"0557"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1803-4/2023"|3
4678|1|"1258"|NOTA DE AUDITORIA - MUNICIAMENTO|"381-6/2023"|1
686|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"257-4/2023"|2
8131|1|"1245"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"269-1/2024"|2
13248|1|"0519"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"334-4/2025"|1
10880|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2015-4/2024"|8
12561|8|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2951-4/2024"|1
5873|1|"0544"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1427-1/2023"|1
5967|1|"0223"|NOTA DE AUDITORIA - MUNICIAMENTO|"536-6/2023"|1
5219|1|"1072"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1816-4/2023"|1
1160|8|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"475-4/2023"|1
2247|1|"0050"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"424-1/2023"|1
1398|1|"0559"|NOTA DE AUDITORIA - PATRIMÔNIO|"132-5/2023"|1
13001|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"155-4/2025"|1
6016|8|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2058-4/2023"|1
483|1|"1210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"169-4/2023"|1
6252|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2203-4/2023"|5
9158|1|"0559"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1118-4/2024"|1
8163|1|"1175"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"548-4/2024"|5
2691|1|"0729"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"543-1/2023"|1
12598|1|"0521"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2988-4/2024"|1
11137|1|"0519"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2180-4/2024"|1
5211|1|"0519"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1810-4/2023"|2
6285|8|"0303"|NOTA DE AUDITORIA - PATRIMÔNIO|"939-5/2023"|1
12855|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"10-4/2025"|1
2653|1|"0662"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1049-4/2023"|4
11096|1|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2139-4/2024"|1
9938|1|"0830"|NOTA DE AUDITORIA - PATRIMÔNIO|"273-5/2024"|1
9006|1|"1064"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1037-4/2024"|1
12621|8|"1064"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"3010-4/2024"|2
12563|1|"0002"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2953-4/2024"|1
4114|1|"0228"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"577-2/2023"|3
4803|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1681-4/2023"|1
2426|1|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"950-4/2023"|2
1334|1|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"591-4/2023"|2
12947|1|"0576"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"101-4/2025"|1
11601|1|"0729"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2516-4/2024"|2
9322|8|"1069"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"445-1/2024"|1
9153|8|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1113-4/2024"|1
8859|1|"0665"|NOTA DE AUDITORIA - MUNICIAMENTO|"356-6/2024"|1
4308|1|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1423-4/2023"|2
8122|1|"0693"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"260-1/2024"|1
8073|1|"0765"|NOTA DE AUDITORIA - PATRIMÔNIO|"97-5/2024"|2
10781|1|"0053"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"691-1/2024"|2
12031|1|"0835"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"856-1/2024"|1
220|8|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"3-4/2023"|1
12430|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2855-4/2024"|4
9511|1|"0575"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"141-2/2024"|1
4693|1|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1631-4/2023"|1
9633|8|"1267"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1337-4/2024"|1
3326|1|"0520"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"795-1/2023"|1
6494|1|"0665"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2355-4/2023"|1
5725|8|"0631"|NOTA DE AUDITORIA - PATRIMÔNIO|"842-5/2023"|7
6736|1|"0515"|NOTA DE AUDITORIA - PATRIMÔNIO|"971-5/2023"|1
4422|1|"1215"|NOTA DE AUDITORIA - MUNICIAMENTO|"336-6/2023"|1
12416|1|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2841-4/2024"|1
12323|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2781-4/2024"|1
8544|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"903-4/2024"|1
5269|1|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1844-4/2023"|1
8808|1|"0574"|NOTA DE AUDITORIA - MUNICIAMENTO|"317-6/2024"|4
11865|8|"1071"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2654-4/2024"|1
6466|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2327-4/2023"|1
12406|1|"0665"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2831-4/2024"|1
10815|8|"0606"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1955-4/2024"|2
727|8|"1071"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"292-4/2023"|1
12395|1|"0570"|NOTA DE AUDITORIA - MUNICIAMENTO|"892-6/2024"|1
9316|8|"0570"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"439-1/2024"|1
9238|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1196-4/2024"|4
13087|1|"1074"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"241-4/2025"|1
7762|8|"0575"|NOTA DE AUDITORIA - MUNICIAMENTO|"195-6/2024"|2
9310|1|"0575"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1262-4/2024"|2
12123|1|"0303"|NOTA DE AUDITORIA - MUNICIAMENTO|"796-6/2024"|1
10729|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1909-4/2024"|3
3069|1|"0385"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1174-4/2023"|1
12215|1|"0752"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2739-4/2024"|1
12561|1|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2951-4/2024"|2
11712|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2571-4/2024"|4
8824|8|"1211"|NOTA DE AUDITORIA - MUNICIAMENTO|"329-6/2024"|3
228|1|"1075"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"11-4/2023"|1
2307|1|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"881-4/2023"|1
3815|1|"0429"|NOTA DE AUDITORIA - PATRIMÔNIO|"598-5/2023"|1
2123|1|"0359"|NOTA DE AUDITORIA - PATRIMÔNIO|"245-5/2023"|1
4056|1|"0570"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"965-1/2023"|3
12405|1|"1123"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2830-4/2024"|1
10175|8|"0792"|NOTA DE AUDITORIA - PATRIMÔNIO|"299-5/2024"|1
9086|1|"0570"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"393-1/2024"|2
8909|1|"0692"|NOTA DE AUDITORIA - MUNICIAMENTO|"406-6/2024"|7
426|8|"1064"|NOTA DE AUDITORIA - PATRIMÔNIO|"6-5/2023"|1
4481|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1565-4/2023"|2
11739|8|"0762"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2598-4/2024"|2
13665|1|"1035"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"547-4/2025"|1
11349|1|"0515"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2338-4/2024"|2
12394|1|"1251"|NOTA DE AUDITORIA - MUNICIAMENTO|"891-6/2024"|5
4998|1|"0830"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1802-4/2023"|1
6632|1|"1335"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1552-1/2023"|1
12572|1|"0050"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2962-4/2024"|1
12033|1|"1028"|NOTA DE AUDITORIA - MUNICIAMENTO|"774-6/2024"|1
6516|8|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2377-4/2023"|10
5283|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1858-4/2023"|5
4134|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1369-4/2023"|14
8989|1|"1251"|NOTA DE AUDITORIA - MUNICIAMENTO|"486-6/2024"|1
12296|1|"0570"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2770-4/2024"|1
3149|8|"1267"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"763-1/2023"|1
8135|1|"0576"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"273-1/2024"|2
6360|8|"1069"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1506-1/2023"|1
103|1|"1266"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"68-4/2022"|1
10462|8|"1069"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"686-1/2024"|2
4317|1|"0686"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1432-4/2023"|1
10917|8|"0268"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2052-4/2024"|1
323|8|"0529"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"89-4/2023"|2
12877|8|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"31-4/2025"|1
12109|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2698-4/2024"|4
9850|1|"1342"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1523-4/2024"|1
4541|1|"0053"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"633-2/2023"|1
6317|1|"1074"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2224-4/2023"|2
11563|1|"0593"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2479-4/2024"|1
7536|1|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"310-4/2024"|2
7407|1|"0695"|NOTA DE AUDITORIA - MUNICIAMENTO|"73-6/2024"|1
4881|1|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1742-4/2023"|1
6210|1|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2177-4/2023"|1
2327|1|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"900-4/2023"|1
9048|1|"0053"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"367-1/2024"|1
2236|8|"0729"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"416-1/2023"|1
10120|1|"0384"|NOTA DE AUDITORIA - MUNICIAMENTO|"669-6/2024"|1
11255|1|"0228"|NOTA DE AUDITORIA - PATRIMÔNIO|"505-5/2024"|1
7866|8|"1070"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"367-4/2024"|3
11666|8|"0561"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"287-2/2024"|1
8422|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"800-4/2024"|1
6856|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"23-4/2024"|1
7912|8|"0762"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"412-4/2024"|1
8237|1|"1074"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"619-4/2024"|1
1604|1|"0570"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"207-2/2023"|1
4100|1|"0529"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1362-4/2023"|5
3316|8|"0524"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"498-2/2023"|1
6899|1|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"64-4/2024"|3
6500|1|"0093"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2361-4/2023"|2
3567|1|"1281"|NOTA DE AUDITORIA - PATRIMÔNIO|"408-5/2023"|1
13143|8|"1267"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"273-4/2025"|2
12723|1|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"3094-4/2024"|1
6848|1|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"16-4/2024"|1
12898|1|"1070"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"52-4/2025"|1
7696|1|"0631"|NOTA DE AUDITORIA - MUNICIAMENTO|"153-6/2024"|1
1171|1|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"486-4/2023"|1
8125|1|"0644"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"263-1/2024"|1
1851|1|"1074"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"764-4/2023"|1
10093|1|"0249"|NOTA DE AUDITORIA - MUNICIAMENTO|"642-6/2024"|1
5765|1|"0584"|NOTA DE AUDITORIA - PATRIMÔNIO|"869-5/2023"|1
11125|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2168-4/2024"|8
11579|1|"1031"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2494-4/2024"|2
10065|1|"1152"|NOTA DE AUDITORIA - MUNICIAMENTO|"614-6/2024"|1
9974|1|"0631"|NOTA DE AUDITORIA - MUNICIAMENTO|"523-6/2024"|1
8924|1|"0314"|NOTA DE AUDITORIA - MUNICIAMENTO|"421-6/2024"|2
6577|1|"1075"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"906-2/2023"|1
4874|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1736-4/2023"|2
12699|8|"1064"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"3072-4/2024"|1
13088|1|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"242-4/2025"|2
9028|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1059-4/2024"|4
10959|8|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2063-4/2024"|1
10719|1|"0519"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1899-4/2024"|1
514|8|"0657"|NOTA DE AUDITORIA - MUNICIAMENTO|"6-6/2023"|1
1240|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"550-4/2023"|3
13088|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"242-4/2025"|3
11475|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2428-4/2024"|5
12098|1|"0521"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"907-1/2024"|1
10320|1|"0191"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1625-4/2024"|1
8275|1|"0525"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"657-4/2024"|2
10778|1|"1064"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1945-4/2024"|6
7081|1|"0576"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"89-1/2024"|1
9944|1|"1282"|NOTA DE AUDITORIA - PATRIMÔNIO|"279-5/2024"|5
3735|1|"0542"|NOTA DE AUDITORIA - PATRIMÔNIO|"550-5/2023"|2
8586|8|"0507"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"934-4/2024"|1
6333|1|"0384"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2236-4/2023"|1
12426|1|"0693"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2851-4/2024"|1
9472|8|"1223"|NOTA DE AUDITORIA - PATRIMÔNIO|"180-5/2024"|2
11087|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2130-4/2024"|8
9239|8|"1074"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1197-4/2024"|1
777|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"342-4/2023"|2
1551|1|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"659-4/2023"|1
4403|8|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1512-4/2023"|2
10354|1|"0665"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1657-4/2024"|1
3227|1|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1251-4/2023"|1
6873|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"40-4/2024"|2
6271|1|"1085"|NOTA DE AUDITORIA - PATRIMÔNIO|"932-5/2023"|5
2845|1|"0665"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"663-1/2023"|1
12965|8|"1245"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"119-4/2025"|1
4266|1|"0307"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1039-1/2023"|1
12730|8|"0762"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"3101-4/2024"|1
1861|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"774-4/2023"|1
3842|1|"0292"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"828-1/2023"|3
313|1|"1245"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"79-4/2023"|1
9079|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1078-4/2024"|1
13385|1|"1086"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"439-4/2025"|1
9893|8|"0762"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1542-4/2024"|1
11052|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2099-4/2024"|2
11924|1|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2684-4/2024"|2
13317|1|"0557"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"400-4/2025"|2
5092|1|"0624"|NOTA DE AUDITORIA - PATRIMÔNIO|"739-5/2023"|1
573|1|"0559"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"199-4/2023"|1
12869|8|"0542"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"23-4/2025"|1
11209|1|"0559"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2244-4/2024"|1
9355|1|"0542"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"468-1/2024"|1
9989|1|"0053"|NOTA DE AUDITORIA - MUNICIAMENTO|"538-6/2024"|1
1745|1|"0228"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"310-1/2023"|5
8299|8|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"681-4/2024"|3
1388|1|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"627-4/2023"|1
12490|1|"1069"|NOTA DE AUDITORIA - PATRIMÔNIO|"589-5/2024"|2
13775|1|"1035"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"596-4/2025"|1
13301|1|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"385-4/2025"|2
11422|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2408-4/2024"|5
975|1|"1070"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"142-1/2023"|1
2860|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1059-4/2023"|2
7616|1|"1085"|NOTA DE AUDITORIA - MUNICIAMENTO|"104-6/2024"|1
11690|8|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2549-4/2024"|2
11310|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2299-4/2024"|6
11344|1|"0525"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2333-4/2024"|1
10876|1|"0093"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2011-4/2024"|1
8335|8|"0524"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"717-4/2024"|1
5734|8|"0570"|NOTA DE AUDITORIA - PATRIMÔNIO|"851-5/2023"|8
6516|1|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2377-4/2023"|1
11104|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2147-4/2024"|6
1025|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"443-4/2023"|1
8967|8|"0835"|NOTA DE AUDITORIA - MUNICIAMENTO|"464-6/2024"|2
12473|1|"1328"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2898-4/2024"|1
5580|1|"0662"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1984-4/2023"|1
4330|1|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1445-4/2023"|2
9492|1|"0291"|NOTA DE AUDITORIA - PATRIMÔNIO|"197-5/2024"|1
6371|1|"0559"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2250-4/2023"|1
6363|8|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2246-4/2023"|1
11873|1|"0512"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2662-4/2024"|3
12212|1|"0557"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2736-4/2024"|3
2895|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1072-4/2023"|1
296|8|"0384"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"64-4/2023"|1
12408|1|"1150"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2833-4/2024"|1
7399|1|"0584"|NOTA DE AUDITORIA - MUNICIAMENTO|"65-6/2024"|1
5052|1|"1034"|NOTA DE AUDITORIA - PATRIMÔNIO|"715-5/2023"|1
